Windspeed,8.3
WindAngle,359
CoG,332
SoG,1.7
Heading,305
Windspeed,8.3
WindAngle,359
Latitude,43.9436534
Longitude,15.4286340
Heading,305
Windspeed,8.3
WindAngle,359
CoG,332
SoG,1.7
Latitude,43.9436534
Longitude,15.4286340
Heading,305
Windspeed,8.1
WindAngle,359
Heading,304
Windspeed,8.1
WindAngle,359
CoG,332
SoG,1.7
Latitude,43.9436546
Longitude,15.4286335
Heading,304
Windspeed,8.1
WindAngle,359
Heading,304
Windspeed,8.1
WindAngle,359
CoG,331
SoG,1.7
Latitude,43.9436559
Longitude,15.4286323
Heading,304
Windspeed,8.1
WindAngle,359
Heading,303
Windspeed,8.1
WindAngle,359
CoG,331
SoG,1.7
Heading,303
Depth,12.1
DepthOffset,-0.001
Windspeed,8.1
WindAngle,359
SpeedThroughWater,1.3
SoG,1273.9
Log,3971.30
Latitude,43.9436581
Longitude,15.4286301
Heading,303
Windspeed,8.1
WindAngle,359
CoG,330
SoG,1.7
Latitude,43.9436581
Longitude,15.4286301
Heading,303
Windspeed,8.1
WindAngle,359
Heading,303
Windspeed,8.1
WindAngle,359
CoG,330
SoG,1.7
Latitude,43.9436594
Longitude,15.4286292
Heading,302
Windspeed,8.0
WindAngle,3
Latitude,43.9436606
Longitude,15.4286281
Heading,302
Windspeed,8.0
WindAngle,3
CoG,330
SoG,1.7
Latitude,43.9436606
Longitude,15.4286281
Heading,302
Windspeed,8.0
WindAngle,3
Heading,302
Windspeed,8.0
WindAngle,3
CoG,329
SoG,1.7
Latitude,43.9436617
Longitude,15.4286265
Heading,301
Windspeed,8.0
WindAngle,3
Heading,301
Windspeed,8.0
WindAngle,3
CoG,329
SoG,1.7
Heading,301
Depth,11.9
DepthOffset,-0.001
Windspeed,8.0
WindAngle,3
SpeedThroughWater,1.3
SoG,1273.9
Log,3971.30
Latitude,43.9436638
Longitude,15.4286235
Heading,301
Windspeed,8.0
WindAngle,3
CoG,328
SoG,1.7
Latitude,43.9436638
Longitude,15.4286235
Heading,301
Windspeed,8.0
WindAngle,3
Heading,300
Windspeed,8.0
WindAngle,3
CoG,328
SoG,1.7
Heading,300
Windspeed,7.9
WindAngle,4
Heading,300
Windspeed,7.9
WindAngle,4
CoG,327
SoG,1.7
Latitude,43.9436659
Longitude,15.4286211
Heading,300
Windspeed,7.9
WindAngle,4
Heading,300
Windspeed,7.9
WindAngle,4
CoG,327
SoG,1.6
Heading,299
Windspeed,7.9
WindAngle,4
Heading,299
Windspeed,7.9
WindAngle,4
CoG,326
SoG,1.6
Latitude,43.9436676
Longitude,15.4286184
Heading,299
Depth,12.1
DepthOffset,-0.001
Windspeed,7.9
WindAngle,4
SpeedThroughWater,1.3
SoG,1273.9
Log,3971.30
Heading,299
Windspeed,7.9
WindAngle,4
CoG,326
SoG,1.6
Heading,298
Windspeed,7.9
WindAngle,4
Heading,298
Windspeed,7.9
WindAngle,4
CoG,324
SoG,1.6
Latitude,43.9436696
Longitude,15.4286162
Heading,298
Windspeed,8.0
WindAngle,6
Latitude,43.9436709
Longitude,15.4286157
Heading,298
Windspeed,8.0
WindAngle,6
CoG,324
SoG,1.6
Heading,297
Windspeed,8.0
WindAngle,6
Latitude,43.9436717
Longitude,15.4286138
Heading,297
Windspeed,8.0
WindAngle,6
CoG,324
SoG,1.6
Heading,297
Windspeed,8.0
WindAngle,6
Latitude,43.9436728
Longitude,15.4286128
Heading,297
Windspeed,8.0
WindAngle,6
CoG,323
SoG,1.6
Latitude,43.9436741
Longitude,15.4286120
Heading,296
Depth,12.1
DepthOffset,-0.001
Windspeed,8.0
WindAngle,6
Heading,296
Windspeed,8.0
WindAngle,6
CoG,323
SoG,1.6
Heading,296
Windspeed,8.0
WindAngle,6
Windspeed,8.0
WindAngle,6
CoG,322
SoG,1.6
Heading,296
Windspeed,8.2
WindAngle,5
Latitude,43.9436764
Longitude,15.4286101
Heading,295
Windspeed,8.2
WindAngle,5
CoG,322
SoG,1.6
Latitude,43.9436772
Longitude,15.4286088
Heading,295
Windspeed,8.2
WindAngle,5
Heading,295
Windspeed,8.2
WindAngle,5
CoG,322
SoG,1.6
Heading,295
Windspeed,8.2
WindAngle,5
Heading,295
Windspeed,8.2
WindAngle,5
CoG,321
SoG,1.5
Heading,294
Depth,11.8
DepthOffset,-0.001
Windspeed,8.2
WindAngle,5
SpeedThroughWater,1.3
SoG,1273.9
Latitude,43.9436789
Longitude,15.4286062
Heading,294
Windspeed,8.2
WindAngle,5
CoG,320
SoG,1.5
Latitude,43.9436795
Longitude,15.4286048
Heading,294
Windspeed,8.2
WindAngle,5
Windspeed,8.2
WindAngle,5
CoG,320
SoG,1.5
Heading,294
Windspeed,8.5
WindAngle,10
Heading,294
Windspeed,8.5
WindAngle,10
CoG,320
SoG,1.5
Heading,294
Windspeed,8.5
WindAngle,10
Heading,293
Windspeed,8.5
WindAngle,10
CoG,319
SoG,1.5
Heading,293
Windspeed,8.5
WindAngle,10
Heading,293
Windspeed,8.5
WindAngle,10
Heading,293
CoG,319
SoG,1.5
Depth,12.0
DepthOffset,-0.001
Windspeed,8.5
WindAngle,10
SpeedThroughWater,1.3
SoG,1273.9
Log,3971.30
Heading,293
Windspeed,8.5
WindAngle,10
CoG,318
SoG,1.5
Heading,293
Windspeed,8.5
WindAngle,10
Heading,293
Heading,293
CoG,317
SoG,1.5
Latitude,43.9436848
Longitude,15.4285974
Windspeed,8.5
WindAngle,9
Heading,293
Latitude,43.9436848
Longitude,15.4285974
Windspeed,8.5
WindAngle,9
Heading,293
CoG,316
SoG,1.5
Windspeed,8.5
WindAngle,9
Heading,293
Latitude,43.9436855
Longitude,15.4285959
Windspeed,8.5
WindAngle,9
Heading,293
CoG,315
SoG,1.5
Windspeed,8.5
WindAngle,9
Heading,293
Windspeed,8.5
WindAngle,9
Heading,293
CoG,314
SoG,1.4
Latitude,43.9436867
Longitude,15.4285930
Depth,11.8
DepthOffset,-0.001
Windspeed,8.5
WindAngle,9
SpeedThroughWater,1.2
SoG,1273.9
Heading,293
Latitude,43.9436867
Longitude,15.4285930
Windspeed,8.5
WindAngle,9
Heading,292
CoG,313
SoG,1.4
Windspeed,8.5
WindAngle,9
Heading,292
Windspeed,8.5
WindAngle,9
Heading,292
CoG,312
SoG,1.4
Windspeed,8.4
WindAngle,8
Heading,292
Windspeed,8.4
WindAngle,8
Heading,292
CoG,311
SoG,1.4
Windspeed,8.4
WindAngle,8
Heading,292
Windspeed,8.4
WindAngle,8
Heading,292
CoG,310
SoG,1.4
Windspeed,8.4
WindAngle,8
Heading,292
Windspeed,8.4
WindAngle,8
Heading,292
CoG,309
SoG,1.4
Latitude,43.9436895
Longitude,15.4285869
Depth,11.8
DepthOffset,-0.001
Windspeed,8.4
WindAngle,8
Heading,292
Latitude,43.9436895
Longitude,15.4285869
Windspeed,8.4
WindAngle,8
Heading,292
CoG,308
SoG,1.4
Windspeed,8.4
WindAngle,8
Heading,292
Heading,293
CoG,306
SoG,1.3
Latitude,43.9436905
Longitude,15.4285839
Windspeed,8.3
WindAngle,11
Heading,293
Windspeed,8.3
WindAngle,11
Heading,293
CoG,304
SoG,1.3
Windspeed,8.3
WindAngle,11
Heading,293
Windspeed,8.3
WindAngle,11
Heading,293
CoG,302
SoG,1.3
Windspeed,8.3
WindAngle,11
Heading,293
Latitude,43.9436914
Longitude,15.4285816
Windspeed,8.3
WindAngle,11
Heading,293
CoG,300
SoG,1.3
Depth,11.8
DepthOffset,-0.001
Windspeed,8.3
WindAngle,11
SpeedThroughWater,1.2
SoG,1273.9
Log,3971.30
Heading,293
Latitude,43.9436917
Longitude,15.4285801
Windspeed,8.3
WindAngle,11
Heading,293
CoG,298
SoG,1.3
Latitude,43.9436920
Longitude,15.4285788
Windspeed,8.3
WindAngle,11
Heading,293
Heading,293
CoG,297
SoG,1.3
Windspeed,8.2
WindAngle,8
Heading,293
Heading,294
CoG,296
SoG,1.3
Windspeed,8.2
WindAngle,8
Heading,294
Latitude,43.9436928
Longitude,15.4285759
Windspeed,8.2
WindAngle,8
Heading,294
CoG,294
SoG,1.2
Windspeed,8.2
WindAngle,8
Heading,294
Latitude,43.9436930
Longitude,15.4285744
Windspeed,8.2
WindAngle,8
Heading,294
CoG,292
SoG,1.2
SpeedThroughWater,1.2
SoG,1273.9
Heading,294
Windspeed,8.2
WindAngle,8
Heading,294
CoG,291
SoG,1.2
Windspeed,8.2
WindAngle,8
Heading,294
Heading,295
CoG,290
SoG,1.2
Windspeed,8.2
WindAngle,6
Heading,295
Heading,295
CoG,290
SoG,1.2
Windspeed,8.2
WindAngle,6
Latitude,43.9436939
Longitude,15.4285686
Heading,295
Windspeed,8.2
WindAngle,6
Heading,295
CoG,289
SoG,1.2
Windspeed,8.2
WindAngle,6
Heading,295
Windspeed,8.2
WindAngle,6
Latitude,43.9436940
Longitude,15.4285671
Heading,296
Depth,11.9
DepthOffset,-0.001
CoG,288
SoG,1.2
Heading,296
Windspeed,8.2
WindAngle,6
Heading,296
Windspeed,8.2
WindAngle,6
CoG,288
SoG,1.2
Heading,296
Windspeed,8.2
WindAngle,6
Heading,296
Windspeed,8.2
WindAngle,4
CoG,287
SoG,1.2
Heading,297
Windspeed,8.2
WindAngle,4
Heading,297
Windspeed,8.2
WindAngle,4
CoG,287
SoG,1.2
Heading,297
Windspeed,8.2
WindAngle,4
Heading,297
Windspeed,8.2
WindAngle,4
CoG,286
SoG,1.2
Latitude,43.9436946
Longitude,15.4285603
Heading,297
Windspeed,8.2
WindAngle,4
Latitude,43.9436946
Longitude,15.4285603
Heading,298
Depth,11.8
DepthOffset,-0.001
Windspeed,8.2
WindAngle,4
SpeedThroughWater,1.2
SoG,1273.9
Log,3971.30
CoG,285
SoG,1.2
Heading,298
Windspeed,8.2
WindAngle,4
Heading,298
Windspeed,8.2
WindAngle,4
CoG,285
SoG,1.2
Heading,298
Windspeed,8.2
WindAngle,4
Heading,299
Windspeed,8.1
WindAngle,1
CoG,284
SoG,1.2
Latitude,43.9436948
Longitude,15.4285564
Heading,299
Windspeed,8.1
WindAngle,1
Latitude,43.9436948
Longitude,15.4285564
Heading,299
Windspeed,8.1
WindAngle,1
CoG,284
SoG,1.2
Heading,299
Windspeed,8.1
WindAngle,1
Heading,300
Windspeed,8.1
WindAngle,1
CoG,283
SoG,1.2
Latitude,43.9436947
Longitude,15.4285538
Heading,300
Windspeed,8.1
WindAngle,1
Heading,300
Depth,11.9
DepthOffset,-0.001
Windspeed,8.1
WindAngle,1
SpeedThroughWater,0.3
SoG,1273.9
Log,3971.30
CoG,282
SoG,1.2
Latitude,43.9436947
Longitude,15.4285525
Heading,300
Windspeed,8.1
WindAngle,1
Heading,301
Windspeed,8.1
WindAngle,1
CoG,282
SoG,1.1
Heading,301
Windspeed,8.1
WindAngle,1
Latitude,43.9436948
Longitude,15.4285512
Heading,301
Windspeed,8.0
WindAngle,1
CoG,281
SoG,1.1
Heading,302
Windspeed,8.0
WindAngle,1
Heading,302
Windspeed,8.0
WindAngle,1
CoG,281
SoG,1.1
Latitude,43.9436947
Longitude,15.4285487
Heading,302
Windspeed,8.0
WindAngle,1
Heading,302
Windspeed,8.0
WindAngle,1
CoG,280
SoG,1.1
Heading,303
Windspeed,8.0
WindAngle,1
Latitude,43.9436945
Longitude,15.4285474
Heading,303
Depth,11.9
DepthOffset,-0.001
Windspeed,8.0
WindAngle,1
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,280
SoG,1.1
Heading,303
Windspeed,8.0
WindAngle,1
Latitude,43.9436945
Longitude,15.4285462
Heading,304
Windspeed,8.0
WindAngle,1
CoG,279
SoG,1.1
Heading,304
Windspeed,8.0
WindAngle,1
Latitude,43.9436944
Longitude,15.4285450
Heading,304
Windspeed,7.9
WindAngle,0
CoG,279
SoG,1.1
Heading,305
Windspeed,7.9
WindAngle,0
Latitude,43.9436941
Longitude,15.4285435
Heading,305
Windspeed,7.9
WindAngle,0
CoG,278
SoG,1.1
Heading,305
Windspeed,7.9
WindAngle,0
Heading,306
Windspeed,7.9
WindAngle,0
CoG,278
SoG,1.1
Latitude,43.9436941
Longitude,15.4285410
Heading,306
Windspeed,7.9
WindAngle,0
Heading,306
Depth,11.8
DepthOffset,-0.001
Windspeed,7.9
WindAngle,0
SpeedThroughWater,0.1
SoG,1273.9
Log,3971.30
CoG,277
SoG,1.1
Heading,307
Windspeed,7.9
WindAngle,0
Latitude,43.9436940
Longitude,15.4285396
Heading,307
Windspeed,7.9
WindAngle,0
CoG,277
SoG,1.1
Latitude,43.9436939
Longitude,15.4285383
Heading,307
Windspeed,7.9
WindAngle,0
Heading,308
Windspeed,7.8
WindAngle,357
CoG,276
SoG,1.1
Heading,308
Windspeed,7.8
WindAngle,357
Latitude,43.9436937
Longitude,15.4285368
Heading,308
Windspeed,7.8
WindAngle,357
CoG,276
SoG,1.1
Heading,309
Windspeed,7.8
WindAngle,357
Latitude,43.9436938
Longitude,15.4285356
Heading,309
Windspeed,7.8
WindAngle,357
CoG,275
SoG,1.1
Heading,310
Windspeed,7.8
WindAngle,357
Latitude,43.9436937
Longitude,15.4285342
Heading,310
Depth,11.8
DepthOffset,-0.001
Windspeed,7.8
WindAngle,357
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,275
SoG,1.1
Latitude,43.9436938
Longitude,15.4285330
Heading,310
Windspeed,7.8
WindAngle,357
Heading,311
Windspeed,7.8
WindAngle,357
CoG,275
SoG,1.1
Heading,311
Windspeed,7.8
WindAngle,357
Heading,311
Windspeed,7.5
WindAngle,353
CoG,275
SoG,1.1
Heading,312
Windspeed,7.5
WindAngle,353
Latitude,43.9436939
Longitude,15.4285304
Heading,312
Windspeed,7.5
WindAngle,353
CoG,275
SoG,1.1
Latitude,43.9436940
Longitude,15.4285290
Heading,312
Windspeed,7.5
WindAngle,353
Latitude,43.9436940
Longitude,15.4285290
Heading,313
Windspeed,7.5
WindAngle,353
CoG,274
SoG,1.1
Latitude,43.9436941
Longitude,15.4285276
Heading,313
Windspeed,7.5
WindAngle,353
Heading,314
Depth,11.9
DepthOffset,-0.001
Windspeed,7.5
WindAngle,353
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,274
SoG,1.1
Heading,314
Windspeed,7.5
WindAngle,353
Latitude,43.9436940
Longitude,15.4285261
Heading,314
Windspeed,7.5
WindAngle,353
CoG,273
SoG,1.1
Latitude,43.9436941
Longitude,15.4285248
Heading,315
Windspeed,7.5
WindAngle,353
Latitude,43.9436941
Longitude,15.4285248
Heading,315
Windspeed,7.4
WindAngle,348
CoG,273
SoG,1.1
Heading,316
Windspeed,7.4
WindAngle,348
Heading,316
Windspeed,7.4
WindAngle,348
CoG,272
SoG,1.1
Heading,316
Windspeed,7.4
WindAngle,348
Heading,317
Windspeed,7.4
WindAngle,348
CoG,272
SoG,1.1
Heading,317
Windspeed,7.4
WindAngle,348
Heading,318
Depth,11.9
DepthOffset,-0.001
Windspeed,7.4
WindAngle,348
CoG,272
SoG,1.1
Heading,318
Windspeed,7.4
WindAngle,348
Heading,318
Windspeed,7.4
WindAngle,348
CoG,272
SoG,1.1
Heading,319
Windspeed,7.4
WindAngle,348
Heading,319
Windspeed,7.2
WindAngle,346
CoG,272
SoG,1.1
Heading,319
Windspeed,7.2
WindAngle,346
Heading,320
Windspeed,7.2
WindAngle,346
CoG,272
SoG,1.1
Heading,320
Windspeed,7.2
WindAngle,346
Latitude,43.9436944
Longitude,15.4285162
Heading,320
Windspeed,7.2
WindAngle,346
CoG,271
SoG,1.1
Latitude,43.9436944
Longitude,15.4285149
Heading,321
Windspeed,7.2
WindAngle,346
Heading,321
Depth,11.8
DepthOffset,-0.001
Windspeed,7.2
WindAngle,346
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,272
SoG,1.1
Latitude,43.9436945
Longitude,15.4285137
Heading,322
Windspeed,7.2
WindAngle,346
Latitude,43.9436945
Longitude,15.4285137
Heading,322
Windspeed,7.2
WindAngle,346
CoG,272
SoG,1.1
Heading,322
Windspeed,7.2
WindAngle,346
Latitude,43.9436948
Longitude,15.4285125
Heading,323
Windspeed,7.0
WindAngle,342
CoG,272
SoG,1.1
Heading,323
Windspeed,7.0
WindAngle,342
Heading,323
Windspeed,7.0
WindAngle,342
CoG,272
SoG,1.1
Heading,324
Windspeed,7.0
WindAngle,342
Heading,324
Windspeed,7.0
WindAngle,342
CoG,272
SoG,1.1
Heading,324
Windspeed,7.0
WindAngle,342
Latitude,43.9436953
Longitude,15.4285091
Heading,325
Depth,11.8
DepthOffset,-0.001
Windspeed,7.0
WindAngle,342
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,273
SoG,1.1
Latitude,43.9436956
Longitude,15.4285079
Heading,325
Windspeed,7.0
WindAngle,342
Latitude,43.9436956
Longitude,15.4285079
Heading,325
Windspeed,7.0
WindAngle,342
CoG,273
SoG,1.1
Latitude,43.9436959
Longitude,15.4285068
Heading,326
Windspeed,7.0
WindAngle,342
Heading,326
Windspeed,7.1
WindAngle,338
CoG,273
SoG,1.0
Latitude,43.9436960
Longitude,15.4285056
Heading,326
Windspeed,7.1
WindAngle,338
Latitude,43.9436960
Longitude,15.4285045
Heading,327
Windspeed,7.1
WindAngle,338
CoG,273
SoG,1.0
Heading,327
Windspeed,7.1
WindAngle,338
Heading,327
Windspeed,7.1
WindAngle,338
CoG,273
SoG,1.0
Latitude,43.9436960
Longitude,15.4285035
Heading,328
Windspeed,7.1
WindAngle,338
Latitude,43.9436962
Longitude,15.4285027
Heading,328
Depth,12.0
DepthOffset,-0.001
Windspeed,7.1
WindAngle,338
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,273
SoG,1.0
Heading,328
Windspeed,7.1
WindAngle,338
Latitude,43.9436963
Longitude,15.4285016
Heading,329
Windspeed,7.1
WindAngle,338
CoG,273
SoG,1.0
Heading,329
Windspeed,7.1
WindAngle,338
Heading,330
Windspeed,6.9
WindAngle,338
CoG,274
SoG,1.0
Heading,330
Windspeed,6.9
WindAngle,338
Heading,330
Windspeed,6.9
WindAngle,338
CoG,274
SoG,1.0
Heading,331
Windspeed,6.9
WindAngle,338
Heading,331
Windspeed,6.9
WindAngle,338
CoG,275
SoG,1.0
Latitude,43.9436978
Longitude,15.4284981
Heading,331
Windspeed,6.9
WindAngle,338
Heading,332
Depth,12.0
DepthOffset,-0.001
Windspeed,6.9
WindAngle,338
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,275
SoG,1.0
Latitude,43.9436978
Longitude,15.4284970
Heading,332
Windspeed,6.9
WindAngle,338
Latitude,43.9436981
Longitude,15.4284957
Heading,332
Windspeed,6.9
WindAngle,338
CoG,275
SoG,1.0
Latitude,43.9436981
Longitude,15.4284957
Heading,333
Windspeed,6.9
WindAngle,338
Heading,333
Windspeed,6.7
WindAngle,336
CoG,275
SoG,1.0
Heading,333
Windspeed,6.7
WindAngle,336
Heading,334
Latitude,43.9436984
Longitude,15.4284932
Windspeed,6.7
WindAngle,336
CoG,276
SoG,1.0
Latitude,43.9436984
Longitude,15.4284932
Heading,334
Windspeed,6.7
WindAngle,336
Heading,334
Windspeed,6.7
WindAngle,336
CoG,276
SoG,1.0
Heading,335
Windspeed,6.7
WindAngle,336
Latitude,43.9436989
Longitude,15.4284910
Heading,335
Depth,11.9
DepthOffset,-0.001
Windspeed,6.7
WindAngle,336
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
CoG,277
SoG,1.0
Heading,335
Windspeed,6.7
WindAngle,336
Latitude,43.9436991
Longitude,15.4284903
Heading,336
Windspeed,6.7
WindAngle,336
CoG,277
SoG,1.0
Heading,336
Windspeed,6.7
WindAngle,336
Heading,336
Latitude,43.9436997
Longitude,15.4284892
Windspeed,6.6
WindAngle,332
CoG,278
SoG,1.0
Heading,337
Windspeed,6.6
WindAngle,332
Heading,337
Windspeed,6.6
WindAngle,332
CoG,278
SoG,0.9
Latitude,43.9436996
Longitude,15.4284883
Heading,337
Windspeed,6.6
WindAngle,332
Heading,338
Windspeed,6.6
WindAngle,332
Heading,338
CoG,278
SoG,0.9
Windspeed,6.6
WindAngle,332
Heading,338
Depth,11.9
DepthOffset,-0.001
Windspeed,6.6
WindAngle,332
Heading,339
CoG,279
SoG,0.9
Windspeed,6.6
WindAngle,332
Heading,339
Latitude,43.9437005
Longitude,15.4284849
Windspeed,6.6
WindAngle,332
Heading,340
CoG,279
SoG,0.9
Windspeed,6.6
WindAngle,332
Heading,340
Windspeed,6.6
WindAngle,326
Heading,340
CoG,280
SoG,0.9
Windspeed,6.6
WindAngle,326
Heading,341
Windspeed,6.6
WindAngle,326
Heading,341
CoG,280
SoG,0.9
Latitude,43.9437009
Longitude,15.4284830
Windspeed,6.6
WindAngle,326
Heading,341
Latitude,43.9437014
Longitude,15.4284818
Windspeed,6.6
WindAngle,326
Heading,342
CoG,280
SoG,0.9
Latitude,43.9437014
Longitude,15.4284818
Windspeed,6.6
WindAngle,326
Heading,342
Latitude,43.9437023
Longitude,15.4284812
Depth,11.9
DepthOffset,-0.001
Windspeed,6.6
WindAngle,326
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Heading,342
CoG,281
SoG,0.9
Latitude,43.9437023
Longitude,15.4284812
Windspeed,6.6
WindAngle,326
Heading,343
Windspeed,6.6
WindAngle,326
Heading,343
CoG,282
SoG,0.9
Latitude,43.9437024
Longitude,15.4284807
Windspeed,6.6
WindAngle,326
Heading,344
Windspeed,6.7
WindAngle,323
Heading,344
CoG,283
SoG,0.9
Latitude,43.9437027
Longitude,15.4284800
Windspeed,6.7
WindAngle,323
Heading,344
Windspeed,6.7
WindAngle,323
Heading,345
CoG,283
SoG,0.9
Windspeed,6.7
WindAngle,323
Heading,345
Windspeed,6.7
WindAngle,323
Heading,345
CoG,284
SoG,0.9
Heading,346
Latitude,43.9437042
Longitude,15.4284781
Depth,11.9
DepthOffset,-0.001
Windspeed,6.7
WindAngle,323
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Heading,346
CoG,285
SoG,0.8
Heading,347
Latitude,43.9437047
Longitude,15.4284772
Windspeed,6.7
WindAngle,323
Heading,347
CoG,286
SoG,0.8
Windspeed,6.7
WindAngle,323
Heading,347
Windspeed,6.4
WindAngle,325
Latitude,43.9437051
Longitude,15.4284764
Heading,348
CoG,287
SoG,0.8
Windspeed,6.4
WindAngle,325
Heading,348
Heading,349
CoG,287
SoG,0.8
Latitude,43.9437056
Longitude,15.4284756
Heading,349
Windspeed,6.4
WindAngle,325
Heading,349
CoG,288
SoG,0.8
Heading,350
Depth,11.9
DepthOffset,-0.001
Windspeed,6.4
WindAngle,325
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Heading,350
CoG,288
SoG,0.8
Windspeed,6.4
WindAngle,325
Latitude,43.9437063
Longitude,15.4284741
Heading,351
Windspeed,6.4
WindAngle,325
Heading,351
Windspeed,6.4
WindAngle,325
CoG,289
SoG,0.8
Heading,351
Windspeed,6.4
WindAngle,321
Latitude,43.9437073
Longitude,15.4284724
Heading,352
Windspeed,6.4
WindAngle,321
CoG,290
SoG,0.8
Heading,352
Windspeed,6.4
WindAngle,321
Heading,353
Windspeed,6.4
WindAngle,321
CoG,291
SoG,0.8
Heading,353
Windspeed,6.4
WindAngle,321
Latitude,43.9437084
Longitude,15.4284707
Heading,353
Windspeed,6.4
WindAngle,321
CoG,291
SoG,0.8
Latitude,43.9437084
Longitude,15.4284707
Heading,354
Depth,12.1
DepthOffset,-0.001
Windspeed,6.4
WindAngle,321
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Heading,354
Windspeed,6.4
WindAngle,321
CoG,292
SoG,0.8
Heading,355
Windspeed,6.4
WindAngle,321
Latitude,43.9437092
Longitude,15.4284696
Heading,355
Windspeed,6.4
WindAngle,321
CoG,293
SoG,0.8
Heading,356
Windspeed,6.4
WindAngle,312
Heading,356
Windspeed,6.4
WindAngle,312
CoG,294
SoG,0.8
Latitude,43.9437098
Longitude,15.4284689
Heading,357
Windspeed,6.4
WindAngle,312
Heading,357
Windspeed,6.4
WindAngle,312
CoG,295
SoG,0.8
Heading,357
Windspeed,6.4
WindAngle,312
Heading,358
Windspeed,6.4
WindAngle,312
CoG,296
SoG,0.8
Latitude,43.9437108
Longitude,15.4284679
Heading,358
Depth,11.9
DepthOffset,-0.001
Windspeed,6.4
WindAngle,312
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Heading,359
Windspeed,6.4
WindAngle,312
CoG,298
SoG,0.8
Heading,359
Windspeed,6.4
WindAngle,312
Heading,0
Windspeed,6.4
WindAngle,312
CoG,299
SoG,0.8
Heading,0
Windspeed,6.2
WindAngle,316
Latitude,43.9437121
Longitude,15.4284667
Heading,1
Windspeed,6.2
WindAngle,316
CoG,300
SoG,0.8
Heading,1
Windspeed,6.2
WindAngle,316
Heading,1
Windspeed,6.2
WindAngle,316
CoG,303
SoG,0.8
Heading,2
Windspeed,6.2
WindAngle,316
Heading,2
Windspeed,6.2
WindAngle,316
CoG,306
SoG,0.7
Latitude,43.9437129
Longitude,15.4284665
Heading,3
Depth,11.8
DepthOffset,-0.001
Windspeed,6.2
WindAngle,316
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Latitude,43.9437132
Longitude,15.4284664
Heading,3
Windspeed,6.2
WindAngle,316
CoG,308
SoG,0.7
Heading,4
Windspeed,6.2
WindAngle,316
Heading,4
Windspeed,6.2
WindAngle,316
CoG,311
SoG,0.7
Heading,5
Windspeed,6.3
WindAngle,309
Latitude,43.9437147
Longitude,15.4284658
Heading,5
Windspeed,6.3
WindAngle,309
CoG,314
SoG,0.7
Latitude,43.9437147
Longitude,15.4284658
Heading,5
Windspeed,6.3
WindAngle,309
Heading,6
Windspeed,6.3
WindAngle,309
CoG,317
SoG,0.7
Heading,6
Windspeed,6.3
WindAngle,309
Heading,7
Windspeed,6.3
WindAngle,309
CoG,320
SoG,0.7
Heading,7
Depth,12.1
DepthOffset,-0.001
Windspeed,6.3
WindAngle,309
SpeedThroughWater,0.0
SoG,1273.9
Log,3971.30
Latitude,43.9437168
Longitude,15.4284657
Heading,8
Windspeed,6.3
WindAngle,309
CoG,321
SoG,0.7
Heading,8
Windspeed,6.3
WindAngle,309
Heading,8
Windspeed,6.3
WindAngle,309
CoG,324
SoG,0.7
Heading,9
Windspeed,6.5
WindAngle,306
Latitude,43.9437187
Longitude,15.4284650
Heading,9
Windspeed,6.5
WindAngle,306
CoG,326
SoG,0.8
Heading,10
Windspeed,6.5
WindAngle,306
Heading,10
Windspeed,6.5
WindAngle,306
CoG,326
SoG,0.8
Latitude,43.9437191
Longitude,15.4284652
Heading,11
Windspeed,6.5
WindAngle,306
Heading,11
Windspeed,6.5
WindAngle,306
CoG,327
SoG,0.8
Heading,12
Depth,12.1
DepthOffset,-0.001
Windspeed,6.5
WindAngle,306
SpeedThroughWater,0.6
SoG,1273.9
Log,3971.30
Heading,12
Windspeed,6.5
WindAngle,306
CoG,329
SoG,0.8
Heading,13
Windspeed,6.5
WindAngle,306
Latitude,43.9437216
Longitude,15.4284650
Heading,13
Windspeed,6.5
WindAngle,306
CoG,330
SoG,0.8
Heading,13
Windspeed,6.7
WindAngle,303
Latitude,43.9437224
Longitude,15.4284651
Heading,14
Windspeed,6.7
WindAngle,303
CoG,331
SoG,0.8
Latitude,43.9437224
Longitude,15.4284651
Heading,14
Windspeed,6.7
WindAngle,303
Heading,15
Windspeed,6.7
WindAngle,303
CoG,332
SoG,0.8
Latitude,43.9437233
Longitude,15.4284651
Heading,15
Windspeed,6.7
WindAngle,303
Heading,15
Windspeed,6.7
WindAngle,303
CoG,334
SoG,0.8
Heading,16
